StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Q281_Browser,Q281_Version,Q281_Operating System,Q281_Resolution,Q283_Browser,Q283_Version,Q283_Operating System,Q283_Resolution,Q205,Q284_1,Q284_2,Q284_3,Q290_1,Q290_2,Q290_3,Q287_1,Q287_2,Q287_3,Q293_1,Q293_2,Q293_3,Q296_1,Q296_2,Q296_3,Q299_1,Q299_2,Q299_3,1_Q174_11,2_Q174_11,3_Q174_11,4_Q174_11,5_Q174_11,6_Q174_11,7_Q174_11,8_Q174_11,1_Q175_11,2_Q175_11,3_Q175_11,4_Q175_11,5_Q175_11,6_Q175_11,7_Q175_11,8_Q175_11,1_Q177_11,2_Q177_11,3_Q177_11,4_Q177_11,5_Q177_11,6_Q177_11,7_Q177_11,8_Q177_11,1_Q176_11,2_Q176_11,3_Q176_11,4_Q176_11,5_Q176_11,6_Q176_11,7_Q176_11,8_Q176_11,1_Q179_11,2_Q179_11,3_Q179_11,4_Q179_11,5_Q179_11,6_Q179_11,7_Q179_11,8_Q179_11,Q228_1,Q228_2,Q228_3,Q228_4,Q228_5,Q228_6,Q260_1,Q261_1,Q266_1,Q267_1,Q272_1,Q273_1,Q275_1,Q276_1,Q184_1,Q186_1,Q278_1,Q279_1,State_Familiar_1,State_Familiar_2,State_Familiar_3,State_Familiar_4,State_Familiar_5,State_Familiar_6,State_Familiar_7,State_Familiar_8,PastElectionFamiliar_1,PastElectionFamiliar_2,PastElectionFamiliar_3,PastElectionFamiliar_4,PastElectionFamiliar_5,PastElectionFamiliar_6,PastElectionFamiliar_7,PastElectionFamiliar_8,Party_Likability_1,Party_Likability_2,Polarization_Beliefs_1,Polarization_Beliefs_2,Polarization_Beliefs_3,Polarization_Beliefs_4,Q236,Q238,Q240,Q242,Q244,Q244_5_TEXT,Q246,Q248,Q248_5_TEXT,Q250,Q252,Q252_5_TEXT,Q256,Q256_6_TEXT,Q258,Q260,Q262,Q15,mTurkCode,mapNumCode,condition
10/30/20 7:46,10/30/20 7:47,0,28,46,0,10/31/20 7:47,R_3O7yeBRr3IJUv8R,,,,,anonymous,EN,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,881815,34,
10/30/20 7:47,10/30/20 7:47,0,31,45,0,10/31/20 7:47,R_2EuHfx6dS5adbpH,,,,,anonymous,EN,,,,,,,,,1,,,,,,,,,,Like,Like,Like,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389640,40,
10/30/20 7:46,10/30/20 7:47,0,31,44,0,10/31/20 7:47,R_uaXyBb0J6HN7zyN,,,,,anonymous,EN,,,,,,,,,1,,,,,,,,,,,,,,,,Like,Dislike,Like,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138203,43,
10/30/20 7:45,10/30/20 7:47,0,31,98,0,10/31/20 7:47,R_2D65hHl6iiOgEHI,,,,,anonymous,EN,,,,,,,,,1,,,,,,,,,,,,,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,541634,11,
10/30/20 7:47,10/30/20 7:47,0,31,27,0,10/31/20 7:48,R_1FmKRrHaiskgC8x,,,,,anonymous,EN,,,,,,,,,1,,,,,,,,,,,,,Like,Dislike,Dislike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,679231,23,
10/30/20 7:46,10/30/20 7:47,0,31,103,0,10/31/20 7:48,R_2bVrqJLZU47tgsi,,,,,anonymous,EN,,,,,,,,,1,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449267,24,
10/30/20 7:46,10/30/20 7:48,0,31,129,0,10/31/20 7:48,R_22MiLO2mN0Otjhz,,,,,anonymous,EN,,,,,,,,,1,,,,,,,,,,,,,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864764,69,
10/30/20 7:47,10/30/20 7:48,0,31,45,0,10/31/20 7:48,R_3KGFhwiZiMnG19L,,,,,anonymous,EN,,,,,,,,,1,,,,,,,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483433,62,
10/30/20 7:47,10/30/20 7:48,0,31,17,0,10/31/20 7:48,R_29ivDzh3uwOGeGb,,,,,anonymous,EN,,,,,,,,,1,,,,,,,,,,,,,Neutral,Neutral,Like,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555636,36,
10/30/20 7:42,10/30/20 7:48,0,71,323,0,10/31/20 7:48,R_3j7mB0s7f6aozmF,,,,,anonymous,EN,,,,,,,,,1,Dislike,Like,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,49,52,50,51,54,54,55,Like,Neutral,Neutral,Neutral,Neutral,Neutral,,,40,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453826,67,greenorange
10/30/20 7:48,10/30/20 7:48,0,31,11,0,10/31/20 7:48,R_3QMk9jpkCukuZAE,,,,,anonymous,EN,,,,,,,,,1,,,,,,,Like,Neutral,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,929393,1,
10/30/20 7:43,10/30/20 7:48,0,99,294,0,10/31/20 7:48,R_3HByisYD9Ybth2s,,,,,anonymous,EN,,,,,,,,,1,Dislike,Like,Neutral,,,,,,,,,,,,,,,,,,,,,,,,70,50,80,18,60,54,14,71,,,,,,,,,,,,,,,,,,,,,,,,,Like,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,68,53,,,,,,,3,1,3,3,3,1,2,3,2,2,2,1,1,1,1,1,50,50,6,5,2,3,It was interesting ,Democratic and Republican states,Red and Blue which would be blue for democrats and red for republican,Blue and democrats,2,,2,3,,3,2,,1,,21,4,2,,347393,41,redblue
10/30/20 7:45,10/30/20 7:48,0,31,173,0,10/31/20 7:48,R_3dGl12ghhlD00Sn,,,,,anonymous,EN,,,,,,,,,1,,,,,,,,,,,,,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347891,61,
10/30/20 7:47,10/30/20 7:48,0,31,81,0,10/31/20 7:48,R_3NNTSnpvEDTJ2cQ,,,,,anonymous,EN,,,,,,,,,1,Like,Like,Like,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,741501,48,
10/30/20 7:44,10/30/20 7:48,0,81,212,0,10/31/20 7:48,R_30cRW9Lq9pDd0Ok,,,,,anonymous,EN,,,,,,,,,1,,,,,,,Like,Dislike,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,45,66,24,72,30,56,47,38,,,,,,,,,,,,,,,,,Like,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,78,36,,,,,,,5,4,3,3,2,2,4,5,1,1,1,1,1,2,1,1,64,34,3,4,6,3,I honestly do not know,To be honest they didn't make me feel anything,If I recall correctly it was reds and blues and some grays. Obviously I associated red and blue with their parties and the gray was just whatever,,,,,,,,,,,,,,,,219082,13,redblue
10/30/20 7:47,10/30/20 7:49,0,31,117,0,10/31/20 7:49,R_Wpw8x3eAe7HOFoZ,,,,,anonymous,EN,,,,,,,,,1,,,,,,,,,,Like,Like,Like,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164483,10,
10/30/20 7:46,10/30/20 7:49,0,31,183,0,10/31/20 7:49,R_3mmYUJKSodWg021,,,,,anonymous,EN,,,,,,,,,1,,,,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,911743,39,
10/30/20 7:48,10/30/20 7:49,0,31,63,0,10/31/20 7:49,R_3HCvtBxgNRPEJXc,,,,,anonymous,EN,,,,,,,,,1,,,,,,,,,,,,,Neutral,Neutral,Dislike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,859391,44,
10/30/20 7:49,10/30/20 7:49,0,31,29,0,10/31/20 7:49,R_1gShUwtvpDEjOU6,,,,,anonymous,EN,,,,,,,,,1,,,,Neutral,Neutral,Like,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388738,8,
10/30/20 7:48,10/30/20 7:49,0,31,58,0,10/31/20 7:49,R_3IPQ14pluGO24Dv,,,,,anonymous,EN,,,,,,,,,1,,,,,,,Like,Dislike,Like,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,741163,43,
10/30/20 7:47,10/30/20 7:49,0,31,83,0,10/31/20 7:49,R_27yhB861psDeHeg,,,,,anonymous,EN,,,,,,,,,1,,,,,,,,,,,,,,,,Neutral,Like,Dislike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104064,10,
10/30/20 7:47,10/30/20 7:49,0,31,81,0,10/31/20 7:49,R_2AMuUqvSUlMbyBB,,,,,anonymous,EN,,,,,,,,,1,,,,Like,Like,Like,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,969963,3,
10/30/20 7:47,10/30/20 7:49,0,31,81,0,10/31/20 7:49,R_1Kegp57d2YiwZlh,,,,,anonymous,EN,,,,,,,,,1,Like,Like,Dislike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,795307,20,
10/30/20 7:49,10/30/20 7:49,0,31,26,0,10/31/20 7:49,R_w5IRA1tm7Cp5O5b,,,,,anonymous,EN,,,,,,,,,1,Neutral,Like,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543927,20,
10/30/20 7:48,10/30/20 7:49,0,31,79,0,10/31/20 7:49,R_2dmy1idWvdiLwDy,,,,,anonymous,EN,,,,,,,,,1,,,,,,,,,,,,,,,,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544935,21,
10/30/20 7:49,10/30/20 7:49,0,31,28,0,10/31/20 7:49,R_1ow1miIBYth23ap,,,,,anonymous,EN,,,,,,,,,1,Like,Like,Like,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630981,17,
10/30/20 7:44,10/30/20 7:49,0,99,290,0,10/31/20 7:49,R_3ElHq39idrBEYxn,,,,,anonymous,EN,,,,,,,,,1,,,,,,,,,,,,,Neutral,Like,Dislike,,,,,,,,,,,,95,100,100,100,100,94,100,95,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,,,34,86,,,,,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,69,76,6,6,6,6,None,Blue and Pink,blue,Pink,2,,2,2,,3,2,,5,,7,4,1,None,83141,5,redblue
10/30/20 7:49,10/30/20 7:50,0,31,48,0,10/31/20 7:50,R_3nGZOeMT289KokO,,,,,anonymous,EN,,,,,,,,,1,,,,Neutral,Neutral,Like,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157559,10,
10/30/20 7:48,10/30/20 7:49,0,31,82,0,10/31/20 7:50,R_2R9BIa9wB0wY50d,,,,,anonymous,EN,,,,,,,,,1,,,,,,,,,,Like,Dislike,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,902421,27,
10/30/20 7:46,10/30/20 7:49,0,28,173,0,10/31/20 7:50,R_1JIygIWj454At5h,,,,,anonymous,EN,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267188,68,
10/30/20 7:43,10/30/20 7:50,0,99,418,0,10/31/20 7:50,R_1pGUMAZDKrNYqOJ,,,,,anonymous,EN,,,,,,,,,1,,,,,,,,,,,,,Neutral,Like,Dislike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,44,50,52,46,44,61,48,Like,Neutral,Neutral,Neutral,Neutral,Neutral,,,80,82,,,,,,,,,1,5,5,4,3,2,1,4,2,2,2,3,3,3,3,1,4,100,3,4,3,5,Feelings of our country regarding who will win our election,Not really,Brown,Green,2,,2,4,,4,2,,5,,51,2,2,No,923642,23,greenorange
10/30/20 7:49,10/30/20 7:50,0,31,27,0,10/31/20 7:50,R_1hTmuwhlPHCaYob,,,,,anonymous,EN,,,,,,,,,1,,,,,,,,,,Dislike,Dislike,Dislike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,824765,54,
10/30/20 7:49,10/30/20 7:50,0,31,46,0,10/31/20 7:50,R_re9o9cO4iTY57gZ,,,,,anonymous,EN,,,,,,,,,1,,,,,,,,,,,,,Like,Like,Like,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658317,58,
10/30/20 7:49,10/30/20 7:50,0,31,71,0,10/31/20 7:50,R_1Fs4OISR0GIKYBs,,,,,anonymous,EN,,,,,,,,,1,,,,,,,,,,,,,,,,Like,Dislike,Like,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336351,67,
10/30/20 7:49,10/30/20 7:50,0,31,86,0,10/31/20 7:50,R_27fhm5gs4M3TN2k,,,,,anonymous,EN,,,,,,,,,1,Like,Dislike,Like,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459527,23,
10/30/20 7:47,10/30/20 7:50,0,31,220,0,10/31/20 7:50,R_30q0nfvGO1Y816x,,,,,anonymous,EN,,,,,,,,,1,,,,,,,,,,,,,,,,Like,Dislike,Like,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456396,9,
10/30/20 7:50,10/30/20 7:51,0,29,41,0,10/31/20 7:51,R_2EoQCewg8IERABD,,,,,anonymous,EN,,,,,,,,,1,Dislike,Like,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,994618,45,
10/30/20 7:49,10/30/20 7:50,0,31,47,0,10/31/20 7:51,R_28Zp7MpiE4ZeP7b,,,,,anonymous,EN,,,,,,,,,1,,,,,,,,,,,,,Like,Like,Like,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,778963,22,
10/30/20 7:50,10/30/20 7:50,0,31,17,0,10/31/20 7:51,R_3Jw0qK6THHwFrH3,,,,,anonymous,EN,,,,,,,,,1,Like,Like,Like,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540974,6,
10/30/20 7:43,10/30/20 7:51,0,81,436,0,10/31/20 7:51,R_1pz1NgOtl4FUU9W,,,,,anonymous,EN,,,,,,,,,1,,,,,,,Like,Dislike,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,44,48,52,43,53,42,54,55,,,,,,,,,,,,,,,,,Like,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,45,95,,,,,,,3,2,2,3,4,4,2,3,2,2,2,2,2,1,3,3,60,20,7,7,5,5,Not sure,Democratic or Republican,Blue with Democrats Red with Republicans,,,,,,,,,,,,,,,,295342,2,redblue
10/30/20 7:43,10/30/20 7:50,0,31,404,0,10/31/20 7:51,R_2Bnec8bCeD6ASiH,,,,,anonymous,EN,,,,,,,,,1,,,,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,665115,63,
10/30/20 7:47,10/30/20 7:50,0,29,139,0,10/31/20 7:51,R_2PvDVIfbcxzRf6j,,,,,anonymous,EN,,,,,,,,,1,Dislike,Like,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,751488,30,
10/30/20 7:47,10/30/20 7:50,0,29,206,0,10/31/20 7:51,R_3PXgW32dR6kGKUw,,,,,anonymous,EN,,,,,,,,,1,,,,,,,Like,Dislike,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226090,66,
10/30/20 7:49,10/30/20 7:50,0,31,92,0,10/31/20 7:51,R_2zOy5iseYFx3CBY,,,,,anonymous,EN,,,,,,,,,1,,,,,,,,,,Like,Neutral,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83662,60,
10/30/20 7:50,10/30/20 7:50,0,29,38,0,10/31/20 7:51,R_1Cpa6evulJzo0HV,,,,,anonymous,EN,,,,,,,,,1,,,,,,,Like,Dislike,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,690560,54,
10/30/20 7:50,10/30/20 7:50,0,31,33,0,10/31/20 7:51,R_33scJL0QJz69WKP,,,,,anonymous,EN,,,,,,,,,1,,,,Like,Neutral,Like,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13536,64,
10/30/20 7:47,10/30/20 7:51,0,31,242,0,10/31/20 7:51,R_1in9IAONInZn8LC,,,,,anonymous,EN,,,,,,,,,1,,,,,,,Like,Neutral,Like,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332427,25,
10/30/20 7:45,10/30/20 7:50,0,31,321,0,10/31/20 7:51,R_OHWM0hVpryItTUJ,,,,,anonymous,EN,,,,,,,,,1,,,,Dislike,Like,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700482,42,
10/30/20 7:49,10/30/20 7:51,0,31,83,0,10/31/20 7:51,R_2Crg8B56UjDYXBt,,,,,anonymous,EN,,,,,,,,,1,,,,,,,,,,,,,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,793925,54,
10/30/20 7:50,10/30/20 7:51,0,31,15,0,10/31/20 7:51,R_1FOPhwj56qDktYv,,,,,anonymous,EN,,,,,,,,,1,,,,,,,,,,,,,Like,Dislike,Dislike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471406,1,
10/30/20 7:47,10/30/20 7:51,0,28,233,0,10/31/20 7:51,R_1g8ekkHmkG4JB0Q,,,,,anonymous,EN,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40634,11,
10/30/20 7:51,10/30/20 7:51,0,31,13,0,10/31/20 7:51,R_33jbLAvI0XHuLdD,,,,,anonymous,EN,,,,,,,,,1,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435529,26,
10/30/20 7:45,10/30/20 7:51,0,81,357,0,10/31/20 7:51,R_x3ZVpJNbA3h2XXr,,,,,anonymous,EN,,,,,,,,,1,,,,,,,Like,Dislike,Neutral,,,,,,,,,,66,69,65,48,72,67,75,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Like,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,,65,83,2,3,3,4,3,3,2,3,3,3,3,3,3,3,3,3,84,76,6,5,6,6,This study was about  on political maps,No,I saw black color on the maps in the first task.I am associated them with democratic political party,,,,,,,,,,,,,,,,234890,48,grey
10/30/20 7:50,10/30/20 7:51,0,31,101,0,10/31/20 7:51,R_3LhfSp4517pgIA8,,,,,anonymous,EN,,,,,,,,,1,Neutral,Like,Dislike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281477,24,
10/30/20 7:51,10/30/20 7:51,0,28,34,0,10/31/20 7:51,R_3iOleVpKZjhkfot,,,,,anonymous,EN,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,690770,21,
10/30/20 7:49,10/30/20 7:51,0,31,74,0,10/31/20 7:52,R_Dc22haYEjXqaBBT,,,,,anonymous,EN,,,,,,,,,1,,,,Like,Like,Like,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656427,55,
10/30/20 7:49,10/30/20 7:51,0,31,97,0,10/31/20 7:52,R_1eIY2giFQMrKQhC,,,,,anonymous,EN,,,,,,,,,1,,,,,,,,,,,,,,,,Neutral,Like,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389630,39,
10/30/20 7:51,10/30/20 7:51,0,31,15,0,10/31/20 7:52,R_3D796jDUPZYOOOI,,,,,anonymous,EN,,,,,,,,,1,,,,Dislike,Dislike,Dislike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,751666,31,
10/30/20 7:50,10/30/20 7:51,0,29,46,0,10/31/20 7:52,R_3rSxHBQW0J0ddvK,,,,,anonymous,EN,,,,,,,,,1,Dislike,Like,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257966,51,
